PRODUCT_ID,LOCATION_ID,CUSTOMER_ID,DISTR_CHANNEL_ID,start_dt,end_dt,status,MODIFIED_DTTM,delete_flg
9000271526,5637144625,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637144813,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637145298,,,01AUG2017,31AUG2019,out of sale,28MAY2021:14:34:36,0
9000271526,5637145298,,,27NOV2019,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637145506,,,01AUG2017,26MAY2018,out of sale,28MAY2021:14:34:36,0
9000271526,5637145510,,,01AUG2017,02SEP2020,active,28MAY2021:14:34:36,0
9000271526,5637145514,,,01AUG2017,01NOV2018,out of sale,28MAY2021:14:34:36,0
9000271526,5637145681,,,01AUG2017,18AUG2019,out of sale,28MAY2021:14:34:36,0
9000271526,5637145681,,,09NOV2019,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637145838,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637146282,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637146285,,,01AUG2017,01JUN2020,out of sale,28MAY2021:14:34:36,0
9000271526,5637146285,,,31AUG2020,31DEC2154,will be active,28MAY2021:14:34:36,0
9000271526,5637146288,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637146303,,,01AUG2017,02JUN2020,out of sale,28MAY2021:14:34:36,0
9000271526,5637146393,,,01AUG2017,05JAN2020,out of sale,28MAY2021:14:34:36,0
9000271526,5637146393,,,15MAR2020,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637147254,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637147471,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637147475,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637147582,,,01AUG2017,28JUL2019,out of sale,28MAY2021:14:34:36,0
9000271526,5637147582,,,01OCT2019,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637148054,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637148190,,,01AUG2017,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637148204,,,01AUG2017,01SEP2019,out of sale,28MAY2021:14:34:36,0
9000271526,5637148204,,,06NOV2019,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637148806,,,01AUG2017,18APR2019,out of sale,28MAY2021:14:34:36,0
9000271526,5637149014,,,01AUG2017,22APR2018,out of sale,28MAY2021:14:34:36,0
9000271526,5637149014,,,15OCT2018,31DEC2154,active,28MAY2021:14:34:36,0
9000271526,5637149018,,,01AUG2017,15JUL2018,out of sale,28MAY2021:14:34:36,0
9000271526,5637149018,,,26OCT2018,31DEC2154,active,28MAY2021:14:34:36,0
