PRODUCT_ID,PRODUCT_ATTR_NAME,PRODUCT_ATTR_VALUE
9000242403,attrib_8,44
9000242403,attrib_9,28
9000242403,attrib_10,43
9000242403,attrib_11,69
9000242403,attrib_12,52
9000242403,attrib_13,30
9000242403,attrib_14,11
9000242403,attrib_15,26
9000242403,attrib_16,62
9000242403,attrib_27,49
9000242403,attrib_26,54
9000242403,attrib_25,54
9000242403,attrib_31,44
9000242403,PRODUCT_ATTRIB27,69
9000242403,PRODUCT_ATTRIB28,69
9000242403,PRODUCT_ATTRIB29,69
9000242403,PRODUCT_ATTRIB30,69
9000242403,PRODUCT_ATTRIB31,69
9000271526,attrib_29,53
9000271526,attrib_23,14
9000271526,attrib_28,54
9000271526,attrib_24,67
9000271526,attrib_22,12
9000271526,attrib_30,2
9000271526,attrib_1,24
9000271526,attrib_2,31
9000271526,attrib_3,44
9000271526,attrib_4,24
9000271526,attrib_5,51
9000271526,attrib_6,24
9000271526,attrib_7,31
9000271526,attrib_8,53
9000271526,attrib_9,53
9000271526,attrib_10,46
9000271526,attrib_11,69
9000271526,attrib_12,42
9000271526,attrib_13,34
9000271526,attrib_14,40
9000271526,attrib_15,41
9000271526,attrib_16,59
9000271526,attrib_27,31
9000271526,attrib_26,54
9000271526,attrib_25,7
9000271526,attrib_31,44
9000271526,PRODUCT_ATTRIB27,69
9000271526,PRODUCT_ATTRIB28,69
9000271526,PRODUCT_ATTRIB29,69
9000271526,PRODUCT_ATTRIB30,69
9000271526,PRODUCT_ATTRIB31,69
9000400501,attrib_29,53
9000400501,attrib_23,54
9000400501,attrib_28,54
9000400501,attrib_24,45
9000400501,attrib_22,60
9000400501,attrib_30,2
9000400501,attrib_1,24
9000400501,attrib_2,55
9000400501,attrib_3,44
9000400501,attrib_4,24
9000400501,attrib_5,57
9000400501,attrib_6,24
9000400501,attrib_7,56
9000400501,attrib_8,53
9000400501,attrib_9,53
9000400501,attrib_10,46
9000400501,attrib_11,69
9000400501,attrib_12,42
9000400501,attrib_13,68
9000400501,attrib_14,68
9000400501,attrib_15,41
9000400501,attrib_16,61
9000400501,attrib_27,58
9000400501,attrib_26,54
9000400501,attrib_25,54
9000400501,attrib_31,53
9000400501,PRODUCT_ATTRIB27,69
9000400501,PRODUCT_ATTRIB28,69
9000400501,PRODUCT_ATTRIB29,69
9000400501,PRODUCT_ATTRIB30,69
9000400501,PRODUCT_ATTRIB31,69
9000883500,attrib_29,53
9000883500,attrib_23,54
9000883500,attrib_28,54
9000883500,attrib_24,66
9000883500,attrib_22,19
9000883500,attrib_30,6
9000883500,attrib_1,27
9000883500,attrib_2,37
9000883500,attrib_3,44
9000883500,attrib_4,23
9000883500,attrib_5,50
9000883500,attrib_6,27
9000883500,attrib_7,37
9000883500,attrib_8,44
9000883500,attrib_9,28
9000883500,attrib_10,46
9000883500,attrib_11,69
9000883500,attrib_12,52
9000883500,attrib_13,30
9000883500,attrib_14,39
9000883500,attrib_15,25
9000883500,attrib_16,62
9000883500,attrib_27,47
9000883500,attrib_26,54
9000883500,attrib_25,3
9000883500,attrib_31,53
9000883500,PRODUCT_ATTRIB27,69
9000883500,PRODUCT_ATTRIB28,69
9000883500,PRODUCT_ATTRIB29,69
9000883500,PRODUCT_ATTRIB30,69
9000883500,PRODUCT_ATTRIB31,69
