PRODUCT_ID,LOCATION_ID,PERIOD_DT,STOCK_QTY,MODIFIED_DTTM,DELETE_FLG
9000400501,5637149122,17MAR2020,1010,28MAY2021:14:34:35,0
9000400501,9000103500,13MAR2020,986,28MAY2021:14:34:35,0
9000400501,5637149542,01MAR2020,514,28MAY2021:14:34:35,0
9000400501,9000102760,26MAR2020,1019,28MAY2021:14:34:35,0
9000400501,9000102760,21MAR2020,924,28MAY2021:14:34:35,0
9000400501,5637149414,15MAR2020,1897,28MAY2021:14:34:35,0
9000400501,9000034500,19MAR2020,951,28MAY2021:14:34:35,0
9000400501,9000132755,27MAR2020,502,28MAY2021:14:34:35,0
9000400501,7000010505,20MAR2020,1012,28MAY2021:14:34:35,0
9000400501,5637146282,15MAR2020,997,28MAY2021:14:34:35,0
9000400501,5637147582,09MAR2020,891,28MAY2021:14:34:35,0
9000400501,5637151774,19MAR2020,950,28MAY2021:14:34:35,0
9000400501,5637149542,10MAR2020,372,28MAY2021:14:34:35,0
9000400501,5637151774,17MAR2020,808,28MAY2021:14:34:35,0
9000400501,5637149102,27MAR2020,509,28MAY2021:14:34:35,0
9000400501,5637147582,12MAR2020,989,28MAY2021:14:34:35,0
9000400501,5637144813,10MAR2020,980,28MAY2021:14:34:35,0
9000400501,9000124504,17MAR2020,1007,28MAY2021:14:34:35,0
9000400501,9000034500,24MAR2020,999,28MAY2021:14:34:35,0
9000400501,5637146288,27MAR2020,852,28MAY2021:14:34:35,0
9000400501,9000066000,19MAR2020,498,28MAY2021:14:34:35,0
9000400501,5637149138,06MAR2020,992,28MAY2021:14:34:35,0
9000400501,9000066000,06MAR2020,81,28MAY2021:14:34:35,0
9000400501,9000050250,06MAR2020,1147,28MAY2021:14:34:35,0
9000400501,5637149835,06MAR2020,886,28MAY2021:14:34:35,0
8000145055,5637145298,06MAR2020,135,28MAY2021:14:34:35,0
8000145055,9000034500,06MAR2020,48,28MAY2021:14:34:35,0
9000400501,7000010505,07MAR2020,923,28MAY2021:14:34:35,0
9000400501,9000102750,07MAR2020,1555,28MAY2021:14:34:35,0
9000400501,5637147471,07MAR2020,397,28MAY2021:14:34:35,0
8000054507,9000034500,07MAR2020,42,28MAY2021:14:34:35,0
8000054507,9000050250,03MAR2020,6,28MAY2021:14:34:35,0
8000054507,9000050250,20MAR2020,1,28MAY2021:14:34:35,0
8000105714,5637145298,04MAR2020,7,28MAY2021:14:34:35,0
8000054507,5637147254,22MAR2020,1,28MAY2021:14:34:35,0
8000089444,5637149542,16MAR2020,7,28MAY2021:14:34:35,0
8000089444,9000111025,27MAR2020,0,28MAY2021:14:34:35,0
8000054507,5637149414,05MAR2020,8,28MAY2021:14:34:35,0
8000054507,9000111025,11MAR2020,0,28MAY2021:14:34:35,0
8000089444,9000124504,01MAR2020,0,28MAY2021:14:34:35,0
8000105714,5637151675,01MAR2020,0,28MAY2021:14:34:35,0
8000054507,5637149542,04MAR2020,0,28MAY2021:14:34:35,0
8000054507,5637145510,05MAR2020,0,28MAY2021:14:34:35,0
8000054507,9000102750,09MAR2020,0,28MAY2021:14:34:35,0
8000054507,7000006770,07MAR2020,10,28MAY2021:14:34:35,0
8000089444,5637147582,03MAR2020,11,28MAY2021:14:34:35,0
8000054507,7000010505,07MAR2020,0,28MAY2021:14:34:35,0
8000054507,5637146288,08MAR2020,2,28MAY2021:14:34:35,0
8000054507,9000026250,06MAR2020,14,28MAY2021:14:34:35,0
8000054507,5637149014,08MAR2020,15,28MAY2021:14:34:35,0
8000054507,5637149442,20MAR2020,2,28MAY2021:14:34:35,0
8000054507,5637149138,27MAR2020,2,28MAY2021:14:34:35,0
8000054507,5637145298,14MAR2020,3,28MAY2021:14:34:35,0
8000054507,9000132750,09MAR2020,27,28MAY2021:14:34:35,0
8000089444,5637145510,17MAR2020,31,28MAY2021:14:34:35,0
8000089444,7000006770,06MAR2020,35,28MAY2021:14:34:35,0
8000089444,5637151774,20MAR2020,37,28MAY2021:14:34:35,0
8000054507,5637148190,09MAR2020,3,28MAY2021:14:34:35,0
8000145055,5637144625,26MAR2020,41,28MAY2021:14:34:35,0
8000145055,5637144625,13MAR2020,43,28MAY2021:14:34:35,0
8000145055,9000034500,08MAR2020,46,28MAY2021:14:34:35,0
8000054507,5637148054,07MAR2020,3,28MAY2021:14:34:35,0
8000054507,9000034500,03MAR2020,46,28MAY2021:14:34:35,0
8000054507,5637147582,07MAR2020,3,28MAY2021:14:34:35,0
8000145055,9000102755,23MAR2020,370,28MAY2021:14:34:35,0
8000089444,9000050250,26MAR2020,2080,28MAY2021:14:34:35,0
8000145055,9000050250,12MAR2020,331,28MAY2021:14:34:35,0
8000145055,9000050250,21MAR2020,369,28MAY2021:14:34:35,0
8000145055,5637147582,13MAR2020,104,28MAY2021:14:34:35,0
8000145055,9000050250,10MAR2020,320,28MAY2021:14:34:35,0
8000145055,9000103500,15MAR2020,291,28MAY2021:14:34:35,0
8000145055,5637149414,15MAR2020,104,28MAY2021:14:34:35,0
8000145055,9000050250,14MAR2020,328,28MAY2021:14:34:35,0
8000054507,5637145298,03MAR2020,4,28MAY2021:14:34:35,0
8000145055,5637149122,04MAR2020,95,28MAY2021:14:34:35,0
8000089444,5637145510,09MAR2020,113,28MAY2021:14:34:35,0
8000089444,5637149014,05MAR2020,118,28MAY2021:14:34:35,0
9000400501,5637144625,05MAR2020,866,28MAY2021:14:34:35,0
9000400501,9000034500,05MAR2020,977,28MAY2021:14:34:35,0
9000400501,9000103500,05MAR2020,738,28MAY2021:14:34:35,0
9000400501,9000132750,05MAR2020,873,28MAY2021:14:34:35,0
9000400501,5637149122,05MAR2020,917,28MAY2021:14:34:35,0
9000400501,5637145510,05MAR2020,931,28MAY2021:14:34:35,0
9000400501,5637149921,08MAR2020,480,28MAY2021:14:34:35,0
9000400501,5637147582,08MAR2020,894,28MAY2021:14:34:35,0
